phage,host,label
NC_031258,CP030026,1
KU998234,NZ_CP029604,1
NC_022069,CP027541,1
MK524519,CP027541,1
NC_025467,NZ_NGMG01000001,1
NC_029072,NZ_CCKZ01000001,1
MK359344,CP027541,1
MK359306,CP027541,1
KX579975,CP027541,1
NC_031940,CP030026,1
NC_004172,MH841968,0
NC_002194,NZ_KE356190,1
NC_004678,NZ_CP023560,1
MK524524,NZ_CM001889,1
NC_009993,CP023483,0
KX640831,NZ_UHDY01000002,0
MH834599,CP017065,0
NC_023502,NZ_LT961733,0
NC_021317,NZ_KI421518,0
NC_030934,MTZF01000001,1
MF140427,NZ_ADEZ01000001,0
NC_031929,NZ_CP018725,0
NC_023582,NZ_LT571449,1
NC_005356,NZ_CP023560,1
MF919519,CP027541,1
MH825707,CP027541,1
NC_011976,CP030026,1
NC_028865,NZ_KN046823,0
NC_020877,NZ_CP023560,1
NC_028665,NZ_CP029604,1
KX664447,CP027541,1
MH651166,NZ_CP029604,1
NC_014661,CP023558,0
NC_014635,NZ_CM001889,0
NC_008798,NZ_KN150799,0
MH371120,NZ_CM002803,0
NC_022770,CP022674,1
NC_024135,CP023483,0
NC_008202,NVTK01000009,0
MH536821,CP027541,1
NC_028815,CP029897,0
NC_018275,CP030026,1
MH834613,NZ_BAFC01000022,0
MF140408,CP019668,0
KT375356,NZ_AOLH01000002,0
NC_028759,NZ_ADEZ01000001,0
NC_016767,CP023567,1
KT355472,NC_000001,0
MF541409,NZ_OCQN01000001,1
NC_018280,CP026100,1
KU963256,NZ_CP029604,1
NC_028926,CP022674,1
NC_024215,NZ_UHFW01000006,0
NC_028961,NZ_CP018725,0
NC_007065,NZ_CP023560,1
KT381276,NC_014640,0
MF185721,LC361338,1
JX901189,CP018363,1
MH779505,NZ_AOLR01000018,0
MK310138,CP027541,1
NC_002703,CP028366,0
NC_031115,NZ_CCKZ01000001,0
NC_023865,NZ_QEKR01000001,1
MG845393,NZ_CP029604,1
NC_028747,QLNP01000098,0
KT716493,CP027541,1
JN243856,PEKX01000007,0
NC_030907,NZ_FNRZ01000004,1
MH271306,QUAI01000001,1
NC_028766,NZ_CM001889,0
KX621004,LC361338,1
NC_030906,CP029897,0
NC_021307,NREQ02000002,0
NC_022085,NZ_FOYN01000001,0
KR063281,NZ_FNRZ01000004,1
MH045561,PDLE01000004,0
KX534004,CP005486,0
NC_023597,CP027541,1
JN204348,CP027541,1
NC_019932,NZ_NQJM01000001,1
MH669011,CP027541,1
MG099953,CP034692,0
MK279906,NZ_AOLS01000062,0
GQ303266,AP017936,0
NC_031080,CP027541,1
KT246486,CP027541,1
NC_011019,CP027541,1
MG944219,QMJJ01000001,0
MG298964,NREQ02000002,0
GQ303259,CP027541,1
NC_030943,NZ_CP029604,1
MF140428,CP029760,0
MK112548,CP027541,1
MH077576,CP027541,1
MH399773,NZ_GL545251,0
NC_029120,CP032523,1
NC_028979,CP027541,1
MH669002,LS483339,0
MK460246,CP027541,1
NC_020858,NVUC01000001,1
MK279907,LC361338,1
NC_031090,NZ_OCQN01000001,0
NC_029033,NC_014640,1
NC_003345,NZ_AOJL01000060,1
NC_019405,CP023315,1
MH153799,QBMC01000001,0
NC_022329,NZ_AOLH01000002,0
MK359314,CP020557,0
NC_010342,CP022298,0
NC_026421,CP014038,0
MH479911,CP027541,1
KY702574,CP019892,0
NC_013936,NREQ02000002,0
KF024733,CP027541,1
KX557273,NZ_QTTZ01000001,0
MF919490,NZ_LR215978,0
MH338234,CP027541,1
MG757164,CP029620,0
NC_022325,POWA01000006,0
NC_029079,AP018216,0
MG925355,CP027541,1
NC_022977,CP027541,1
NC_030914,NZ_LK391965,0
NC_019521,NZ_CM001153,0
NC_026016,NZ_CP023560,1
KU761558,NZ_FOYN01000001,0
MK016493,NZ_LT629739,1
NC_025426,NZ_CP023560,1
MK279902,NZ_BCTM01000001,0
NC_028742,NZ_KI421518,0
JF937092,CP027541,1
MH450120,LC361338,1
KU255188,AP018216,0
JN006064,CP027541,1
MG962368,NZ_CP029604,1
NC_022324,QLNP01000098,0
NC_002185,LS483339,1
MK376957,NZ_LK391965,0
MK359304,CP027541,1
JN408459,CP027541,1
MH834606,QLNP01000098,1
NC_031933,CP014567,0
KP017311,NZ_SAUP01000001,0
NC_022066,CP027541,1
NC_022063,CP026337,0
KR080206,MH400164,0
JN006064,LR134359,0
NC_023742,NZ_GL545251,0
MF919495,NZ_KV917375,0
KR997929,CP027541,1
MH479921,CP011102,0
NC_004112,CP017065,1
MF140422,CP027541,1
MH271295,MF925712,0
MH450131,CP018363,0
JF937102,CP025095,0
JN561150,CP027541,1
NC_028786,NC_011184,0
MK305887,CP027541,1
MK376955,NZ_KE356190,0
NC_030911,NZ_CP029604,1
NC_023720,NZ_KN046795,0
MK112534,NZ_QTTZ01000001,0
NC_023503,CP022674,0
KC576784,CP027541,1
MK524525,CP027541,1
MH697593,NZ_FLYG01000003,0
MG872842,CP014636,0
MH779501,NZ_CP029604,1
MH651168,NZ_KV917376,0
NC_020478,NZ_AOLS01000062,0
MH697578,CP027541,1
MK524485,CP027541,1
NC_031074,NZ_CP029604,1
MK376962,NZ_CP029604,1
MK392365,CP032410,0
KX557283,NZ_CP029604,1
KX808129,CP027541,1
NC_001998,POWA01000006,0
KR080201,MH202953,0
KX683293,NVUT01000001,0
NC_015938,CP030026,1
NC_007646,MH841968,1
KU998239,NC_011184,0
NC_023009,NZ_LR215978,0
MH077583,CP027541,1
MF668274,CP024679,0
MK279842,CP027541,1
MG872834,NZ_CP029604,1
JN391441,CP027541,1
MF140432,LC361338,1
JQ300538,CP027541,1
NC_007045,NZ_CP023560,1
NC_028852,QOUU01000001,0
MH590603,NZ_CP029604,1
MH025890,NZ_CP029604,1
GQ303262,CP027541,1
NC_024385,RXKE01000007,0
MK359329,QLNP01000098,0
NC_019490,NZ_AEUT02000001,0
NC_026598,CP027541,1
NC_023582,NZ_UZVX01000004,0
MH727553,CP027541,1
MG872841,NZ_LR215978,0
MH399785,CP027541,1
MH976511,NZ_CM001149,0
NC_022979,CP027541,1
NC_031228,NZ_KI421518,0
NC_019510,NZ_NQJM01000001,1
KU160671,LC361338,1
KU998243,NZ_AOLS01000062,0
NC_013055,CP024902,1
MH450124,CP027541,1
KT184694,NBSQ01000002,0
MK061410,NZ_CP029604,1
MF140420,LC361338,1
MH651169,CP027541,1
NC_020483,NZ_JNIU01000001,1
NC_023603,NZ_CM001153,0
NC_013696,NZ_CP023484,0
MG812493,CP023567,0
MH576959,CP027541,1
NC_021347,NZ_MIGA01000001,0
MK112551,CP019236,0
JF704108,CP027541,1
MH697582,CP027029,0
NC_011271,CP027541,1
MH779516,CP027541,1
MH576967,MTKC01000003,0
NC_024360,CP027029,1
NC_012093,MTZF01000001,1
MF140431,LC361338,1
MK359321,CP027541,1
MG872831,NZ_OCQN01000001,0
KU234099,CP027541,1
NC_021346,CP027541,1
JN572061,CP014636,0
NC_031918,CP030026,1
MK061413,CP026337,0
KX688103,CP027541,0
MK450432,CP027541,1
NC_008205,NZ_AGBZ02000001,0
MK061411,CP018032,0
NC_023582,NZ_CM002276,0
MK016491,CP027541,1
NC_028906,CP022580,0
NC_028795,MH202953,0
MK279868,LC361338,1
MH976510,NZ_ALPT02000001,0
MF472895,SIMC01000001,0
NC_007057,NZ_CP023560,1
NC_024143,CP027541,1
NC_028698,NZ_UHDY01000002,0
KY783914,CP027541,1
NC_011614,CP034692,0
NC_021347,NZ_CM001149,1
KX641261,CP027541,1
MH371109,CP019892,1
MG872841,CP027541,1
KU647626,NZ_KN046795,0
NC_008194,NZ_AOLR01000018,0
KY965065,CP027541,1
KJ567041,CP027541,1
MK112537,CP027541,1
MF668269,CP027541,1
MH509447,CP019892,1
MH271315,CP018032,0
KU160673,LC361338,1
MK524486,CP027541,1
MF668288,CP027541,1
NC_021471,NZ_UHFO01000001,0
MH000607,CP027541,1
KT361920,CP027541,1
NC_022791,NZ_UHFW01000006,1
MG839029,CP019892,1
MH834623,QLNP01000098,1
NC_027358,AP017936,1
NC_004589,CP028366,0
KX557275,NZ_CP029604,1
MK279873,NZ_UHDY01000002,0
MH271299,CP018657,0
NC_031913,LS483339,0
KX507361,CP027541,1
MG757163,NZ_CM001889,1
NC_022791,NZ_CM001889,0
KR080205,CP027541,1
NC_026607,AP014565,1
KY083058,CP027541,1
NC_009811,CP020557,0
MH001448,NZ_FNOF01000001,0
KT591489,NZ_KN150799,0
KU963249,NZ_UWXU01000001,0
NC_023552,CP027541,1
NC_016651,NZ_UGVK01000001,1
KU160664,LC361338,1
MH669008,CP027541,1
NC_031264,CP014013,0
MH576977,CP027541,1
MG925347,AP017936,0
KJ595575,NZ_KV917376,0
MK359339,CP027541,1
KY204244,CP027541,1
MH727564,NZ_CM001889,1
NC_021335,CP034692,1
JF704098,CP027541,1
MK061412,POWA01000006,0
MG757156,CP022674,0
NC_031263,QUAI01000001,0
NC_026588,CP017065,0
KY471460,CP027541,1
MH399789,LC361338,1
NC_007063,NZ_CP023560,1
NC_028908,CP029620,0
JF704114,CP027541,1
NC_031126,AP018216,0
MK359337,AP018216,0
NC_008200,CP027541,1
NC_027985,NZ_FNOF01000001,0
MF140403,CP027541,1
NC_023698,NVUT01000001,0
NC_005356,NZ_QEKR01000001,0
MG099949,CP027541,1
NC_031013,NZ_QEKR01000001,0
MH230874,CP027541,1
NC_028851,CP020557,1
MK460247,CP029620,0
KX712237,QUAI01000001,1
MG770214,NZ_JNIU01000001,0
KR080204,NZ_FODB01000001,0
NC_001835,NZ_CM007353,1
NC_025429,MH841968,0
NC_031266,CP019576,0
MK279908,NZ_NQJM01000001,0
KY224000,NZ_KI421518,0
NC_020871,NZ_CP029289,0
KX670786,LC361338,1
MG839017,CP020451,0
MH834608,SDYW01000001,0
KX443696,CP023567,0
MK359352,CP027541,1
KU160661,LC361338,1
NC_030695,NZ_CP029604,1
NC_004680,CP020809,1
GQ303265,AP018216,0
MG757162,NZ_CP016896,0
NC_023741,CP027541,1
MF377440,NZ_UHFW01000006,0
MG812486,CP024902,0
NC_028803,CP027116,0
MH271307,NZ_LT629770,1
KY083060,CP027541,1
NC_031277,CP027541,1
MF189175,LC361338,1
NC_006356,NZ_SAUP01000001,0
MH697583,CP027541,1
NC_028832,CP027541,1
NC_021328,NZ_FOTC01000001,1
NC_027350,CP024679,1
NC_024212,NZ_JXYE01000002,0
NC_011142,CP034433,1
KY676783,CP027541,1
MG757165,CP027541,1
NC_028691,CP019236,0
KU252585,CP027541,0
KM677210,CP020567,0
NC_027925,KY464958,1
MG839020,CP025034,0
KP273225,CP027541,1
NC_011344,NZ_JNIU01000001,0
MK524528,RKIY01000003,0
MF140413,CP020358,0
NC_023689,NZ_MIGA01000001,0
MF919542,NZ_LT897825,0
MG872837,CP027541,1
NC_025450,CP025034,1
MK433264,NZ_CP029604,1
JF957058,MH202953,0
MF140415,NZ_JNIU01000001,0
NC_023687,CP027541,1
GQ303265,NZ_AEUD01000001,0
MH669002,CP023044,0
NC_023594,NZ_SAUP01000001,0
MG962376,CP026100,0
MH338235,CP027541,1
MH047631,CP014324,0
MK524519,QMJJ01000001,0
MH669010,NZ_CM002276,0
MG099938,NZ_LT629770,0
MG872836,NZ_QTTZ01000001,0
NC_031085,CP032523,1
NC_026605,NC_011184,0
MF140406,QUAI01000001,0
MK450434,NZ_LT961733,0
NC_016073,CP027029,0
NC_016652,NZ_CM001149,1
MH834604,CP019892,1
KX817173,CP027541,1
MK359305,CP027541,1
MH338235,NZ_LT571449,0
MF668281,NZ_JYBP01000003,0
MH651167,NZ_AOJL01000060,0
NC_031029,NZ_CP029604,1
MH509441,CP027541,1
NC_018843,CP029620,0
NC_011021,CP027541,1
NC_023563,CP027541,1
MH669009,CP027541,1
MH020241,CP005486,0
NC_022324,SDYW01000001,0
MH001450,NZ_KI421518,0
JN618996,CP027541,1
NC_001741,NZ_KE356190,1
MH020237,CP034433,0
NC_007917,CP032627,0
NC_011043,CP020358,1
MH779508,CP025034,0
NC_030920,NZ_SAUP01000001,0
MH399788,CP020928,0
MG099939,NZ_CP029604,1
NC_025460,NC_010163,0
MF919518,CP027541,1
NC_023692,CP025430,0
NC_011023,CP012831,0
MH825702,CP027541,1
NC_028947,CP027541,1
MG757159,CP011458,0
MH271301,NZ_QTTZ01000001,0
MG872838,NZ_FOTC01000001,0
KX781992,MTKC01000003,0
NC_023741,SIMC01000001,0
NC_029104,NZ_CM001889,0
MH727559,CP027541,1
NC_005131,NREQ02000002,1
MH153809,NZ_CP029604,1
NC_023738,MH202953,0
KU998252,NZ_CP029604,1
NC_008198,CP027541,1
NC_004588,NZ_CM001153,0
MK279854,NZ_CM002803,0
NC_024359,CP027029,1
NC_031250,CP025034,0
MF668266,POWA01000006,0
MH926062,AP018216,0
NC_023009,CP018363,0
NC_031035,RKIY01000003,0
NC_002486,NZ_CP023560,1
MK016490,CP024902,0
NC_020488,CP014636,1
NC_029043,CP027541,1
MG812486,CP027541,1
KX648373,CP020567,0
MF140425,LC361338,1
JF704097,CP032627,0
MH450128,CP027541,1
NC_019508,PEKX01000007,0
MH976511,NZ_CP029604,1
NC_023550,NZ_CP023560,1
MH051251,CP014324,0
MK279860,CP018657,0
NC_019521,CP035765,1
MK524526,CP027541,1
MK524525,AP018216,0
MF766044,NZ_OCQN01000001,1
NC_007046,CP026337,0
MK524523,CP027541,1
NC_023737,CP027541,1
MH590603,NZ_NQJM01000001,0
MH450131,NZ_FOYN01000001,0
MF766046,NZ_OCQN01000001,1
NC_029012,NZ_LR215978,1
NC_023580,CP027541,1
MF324908,CP027541,1
KM923970,CP027541,1
JQ896627,NZ_BCTM01000001,0
NC_003315,NZ_LT629770,0
NC_023718,NC_002771,0
MF324913,CP021694,0
KY204245,NZ_UHDY01000002,0
KX580962,CP027541,1
MG198785,CP027541,1
NC_028826,NZ_NGMG01000001,1
NC_028988,NZ_CDQJ01000001,1
MF919541,CP027541,1
NC_028700,CP033337,1
NC_024121,CP006870,0
MH697589,CP019892,1
MF472893,CP027541,1
NC_031101,CP020928,1
KU160655,NZ_FODB01000001,0
KX670786,QOUU01000001,0
NC_028920,CP027541,1
MH020249,SIMC01000001,0
JF704109,CP027541,1
KU160660,LC361338,1
NC_003387,CP027541,1
MH513982,CP014013,0
NC_009603,CP025430,0
NC_025439,NZ_MSEI01000003,1
MH155867,NZ_UFTQ01000001,0
NC_024363,CP027541,1
NC_015250,NBSQ01000002,0
MH590594,CP026337,0
NC_008195,CP027541,1
NC_028764,NBTS02000002,1
JN859129,CP017065,0
NC_023732,CP027541,1
MH513982,CP019892,1
KR053197,CP022580,1
NC_031001,CP017605,0
KP027207,CP019668,0
NC_018285,CP014567,0
NC_006949,CP034433,0
NC_015296,CP019892,0
NC_021303,CP011458,0
NC_007051,NZ_CP023560,1
NC_031028,NZ_CP023484,0
KY385384,CP022580,0
NC_001825,NZ_UHFW01000006,1
NC_022965,CP027541,1
MK450424,CP014201,0
NC_023745,CP027541,1
JF704117,CP027541,1
MG515223,NZ_GG657757,1
MK279856,QBMC01000001,0
MH779508,NZ_CP029604,1
MH077585,NZ_FNLM01000034,0
NC_006557,CP030279,0
KY087993,CP027541,1
MH513985,CP027541,1
KU998243,NZ_CP029604,1
MH001453,NJFC02000001,0
NC_019521,NZ_LT961733,0
NC_007056,AP018216,0
NC_007917,NBTS02000002,1
MH020238,CP027541,1
MH669017,CP027541,1
MH316563,CP032523,0
KU761559,CP034433,0
NC_031092,NZ_LR215978,0
MH371117,CP027541,1
KR781349,CP027541,1
MK524506,CP027541,1
MF668286,QUAI01000001,1
MH077581,CP027541,1
MH697579,CP027541,1
NC_026604,NZ_DF968533,0
KU160670,NZ_LT897825,0
MH834595,QLNP01000098,1
NC_022331,CP027541,1
KY385382,NVTK01000009,0
NC_008207,CP027541,1
KJ433975,NZ_UHFO01000001,0
NC_020876,CP020358,0
NC_031008,QLNP01000098,0
KT326768,CP027541,1
NC_028653,NZ_CP029604,1
NC_011055,CP027541,1
KT281792,CP027541,1
KP027196,NZ_KI421518,0
NC_015266,NZ_UZVX01000004,1
NC_028816,LR134359,0
MK061414,CP027541,1
NC_026016,CP020369,0
NC_004777,RKJP01000005,1
MH834615,CP028366,0
MH399787,CP027541,1
NC_011284,CP027541,1
NC_007049,NZ_CP023560,1
MH727563,CP020809,0
MH513978,CP034433,0
KT990218,QUAI01000001,1
JF704105,CP027541,1
MH697583,NZ_NQJM01000001,0
KX712238,CP027541,1
KU985096,CP027541,1
MF140418,NZ_NQJM01000001,0
KT365398,CP027541,1
KX657793,CP027541,1
MH450127,CP027541,1
NC_012743,CP019668,1
KP027195,NZ_BAFC01000022,0
NC_031946,NZ_HF571038,0
JN412590,CP027541,1
MK279892,LC361338,1
NC_001697,CP029620,1
NC_021311,CP027541,1
MF919495,CP027541,1
KR997934,QMJJ01000001,0
MG925347,NZ_CP023484,0
NC_015252,CP022298,0
NC_024209,NZ_AOLH01000002,0
NC_029019,NZ_CP023484,0
NC_013697,NZ_KN046795,1
KT222941,NZ_JXYE01000002,0
MH779515,CP027541,1
NC_023595,NZ_UGJA01000003,1
MK112547,NZ_UGVK01000001,0
MG839030,NZ_UFTQ01000001,0
KX610764,CP027541,1
NC_023594,RKJP01000005,0
MF919504,CP027541,1
MG872831,NC_010163,0
MG099935,NZ_GL545251,0
NC_009813,NZ_JNIU01000001,0
KJ959632,CP027541,1
NC_023565,CP035765,0
NC_024387,CP020369,0
MH834625,NZ_CM007353,0
NC_020849,MH400164,0
MH727546,CP027541,1
NC_028923,CP027541,1
NC_019513,NZ_CP023560,1
MH744422,CP027541,1
MG812492,NZ_JXYE01000002,0
NC_004745,NZ_UGVK01000001,0
MH371114,NZ_SAUP01000001,0
NC_020414,CP030026,1
NC_019928,CP020451,0
NC_028751,NZ_CM002276,0
KU935729,NZ_JYNI01000003,0
NC_008202,CP027541,1
MK279904,CP027541,1
MH153813,CP019892,1
JN699625,CP027541,1
MH576963,NZ_CP029604,0
NC_011287,CP027541,1
MH001458,CP027541,1
MF324900,CP022580,0
NC_008265,AP018216,0
MF140414,NZ_MSEI01000003,0
MK279875,LC361338,1
MH153805,KY464958,0
MK305892,CP027541,1
KX619650,CP027541,1
MH153812,QUAI01000001,1
NC_019510,CP029760,0
NC_031028,LR134235,0
MH153800,CP011458,0
KR997968,CP027541,1
NC_023703,NZ_KN150799,0
NC_002669,CP021427,0
JF937096,CP027541,1
JQ512844,AP014565,0
NC_023724,CP027541,1
NC_024212,NC_016776,0
KX557273,NZ_CP029604,1
MH926059,CP019576,0
MG757154,CP012831,0
KR080196,CP027541,1
NC_024385,QMJJ01000001,1
MG757167,CP027541,1
MG757156,NZ_GL622183,0
MH744425,NZ_UFTQ01000001,0
MG770213,NZ_CCKZ01000001,0
MK016496,NZ_AEUT02000001,0
MK359357,CP032788,0
NC_029093,NZ_ALPT02000001,0
MF140397,LC361338,1
MH045555,SDYW01000001,0
NC_023561,NZ_ATTH01000001,0
MH316561,CP027541,1
KR063281,CP023567,0
NC_031915,NZ_UHFW01000006,1
NC_016764,NZ_GL622183,0
NC_018275,NZ_JYBP01000003,0
NC_019511,NZ_PETF01000001,0
JF937105,CP027541,1
NC_015264,NZ_JNIU01000001,0
MF324900,CP024679,0
NC_028889,CP027541,1
KT347314,NZ_BAFC01000022,0
KU998248,NZ_CP029604,1
NC_029084,CP029449,0
NC_021534,CP005486,0
MH926059,CP027541,1
KX592589,CP027541,1
NC_028910,MTKC01000003,0
MH271299,CP018032,0
MG757166,NZ_CP029604,1
KU997639,CP027541,1
NC_007019,LS483339,1
KT783672,LC361338,1
NC_009811,NZ_AOLH01000002,0
NC_031229,NVUC01000001,0
NC_028801,CP027541,1
KU998253,NZ_CP029604,1
NC_003309,NBSQ01000002,1
NC_017688,NZ_CM007353,1
MK279900,CP014013,0
KF024733,CP032410,0
KR080193,CP027541,1
NC_028661,MTZF01000001,1
KU728633,CP027541,1
NC_017688,NZ_FOYN01000001,0
MH651170,CP027541,1
MF919536,CP031023,0
KU963256,CP034692,0
NC_031071,NVUC01000001,0
NC_021343,NZ_KN150939,1
NC_023571,CP014324,1
NC_024206,NZ_DF968533,0
KX550082,QUAI01000001,1
MK279853,CP022580,1
MH230879,CP033337,0
NC_023724,NZ_LT629758,0
MK359366,CP011458,0
KP027195,CP027541,1
NC_025460,NZ_CP023560,1
MH371114,NZ_JNIU01000001,0
KT381276,CP027541,1
NC_001900,CP027541,1
NC_022331,NC_000001,0
NC_023742,NZ_CCKZ01000001,0
NC_031923,NC_016776,0
MH825698,NZ_LT629770,1
MK061409,CP024710,0
NC_024217,NZ_JMSZ01000016,1
NC_023577,NZ_LT629758,0
KX592589,LC361338,0
KU984914,CP027541,1
MF919504,NZ_CM002803,0
NC_031279,NZ_QTTZ01000001,0
KY087992,CP027541,1
MH976517,CP027541,1
KU985093,CP027541,1
NC_002668,CP028366,0
NC_009810,CP027029,1
MH825703,LR134235,0
NC_028851,NZ_JNYC01000004,0
NC_024388,AP017936,1
NC_031095,CP020358,1
MF324903,QUAI01000001,1
MH001460,NZ_CM001889,1
JF957056,CP027541,1
NC_023692,MH841968,0
KU963262,NZ_CP029604,1
NC_011272,NZ_MSEI01000003,0
NC_019931,NJFC02000001,1
NC_028678,MH841968,0
MH834612,QLNP01000098,1
NC_004172,MTZF01000001,1
NC_031067,CP027541,1
NC_028819,KY464958,0
MK524491,AP014565,0
NC_031120,NZ_NQJM01000001,1
MK433279,CP027541,1
NC_023574,NZ_CM007353,1
NC_011201,NZ_FNRZ01000004,0
KT895280,CP027541,1
MG925346,AP018216,0
JQ684677,CP027541,1
JN020140,CP027541,1
NC_023692,AP014565,0
MH479921,NZ_AEUT02000001,0
MH338241,CP027541,1
NC_019496,CP019576,1
NC_010495,CP034433,0
MF185729,CP027541,1
NC_011038,RKJP01000005,1
MG925346,CP027541,1
KU160671,NZ_CM002803,0
MG962372,CP027541,1
KP027208,CP027541,1
NC_004305,NZ_LT961733,0
MF919537,NZ_CP029604,1
NC_021302,LR134235,0
KT355474,CP027541,1
NC_022988,NC_016776,0
MH926061,CP032788,1
NC_031010,NZ_NQJM01000001,1
MF140408,CP027541,1
MK359341,CP027541,1
NC_008197,NZ_QTTZ01000001,0
MG198783,NZ_CP029604,1
MG944218,NZ_CP029604,0
NC_024203,NZ_CM007353,1
MF185722,CP027541,1
NC_013648,NZ_UGJA01000003,1
NC_028772,LR134235,1
NC_029067,NZ_MIGA01000001,0
JF704114,MH202953,0
MG962366,QUAI01000001,1
MK279896,LC361338,1
NC_021471,NZ_AOLR01000018,1
MF140435,CP014567,0
NC_028899,NZ_CDQJ01000001,1
NC_020080,NZ_UWXU01000001,1
NC_031017,NZ_CM007353,1
MK279852,NZ_KN150799,0
MG962367,CP019892,1
NC_010363,NZ_CM007353,1
NC_030925,NC_014640,0
NC_019514,NZ_NQJM01000001,1
MH479911,NZ_UZVX01000004,0
MG518519,NZ_NQJM01000001,0
NC_002515,NC_002771,1
NC_028788,CP011458,0
KP027209,CP030279,0
MH271303,NZ_LT629770,1
MH479918,QBMC01000001,0
MG099950,LC361338,1
KX670828,CP027541,1
KU160668,LC361338,1
MH576957,LC361338,1
NC_020879,CP006870,1
NC_019929,NZ_NQJM01000001,1
NC_027342,CP021694,1
NC_019726,NZ_CP023560,1
NC_022914,NZ_UHDY01000002,1
MG099938,NZ_LT897825,0
KU985090,CP027541,1
NC_031008,NC_000001,0
KP027204,CP027541,1
MH976506,NZ_CP029604,1
MH153805,CP019892,1
NC_029094,NZ_HF571038,0
MH727546,CP023558,0
MH536822,CP027541,1
KY969628,NZ_GL622183,0
KY434670,LC361338,1
NC_018284,NZ_LT571449,1
NC_003216,NZ_AOLH01000002,0
NC_029050,NZ_CCKZ01000001,1
NC_023718,CP020369,1
NC_019548,NZ_CDQJ01000001,1
MK112555,CP027541,1
NC_021061,CP027541,1
NC_029099,CP014013,0
KU160647,LC361338,1
MH450126,NZ_MDHL01000001,0
NC_021868,PDLE01000004,0
NC_016567,NZ_LK391965,1
NC_023564,CP029449,0
NC_012663,NZ_CM007353,1
JF937098,CP027541,1
MF373840,CP027541,1
JF937105,CP014324,0
NC_030927,NZ_JXYE01000002,0
NC_031041,CP027541,1
NC_011551,CP028813,0
KM101119,CP027541,1
KX557287,CP020557,0
NC_005857,CP020358,1
MK359326,NZ_UGVK01000001,0
MH536817,CP027541,1
KU160651,LC361338,1
NC_022770,CP023483,0
NC_026016,NZ_BCTM01000001,0
MK524517,SDYW01000001,0
NC_028945,CP034433,0
NC_028844,CP027541,1
MH155866,CP011458,0
MG099946,CP027541,1
NC_004681,MTKC01000003,0
KP027207,CP027541,1
MH399789,CP028813,0
MF919513,NC_014640,0
MH316570,CP027541,1
NC_016562,NC_014640,0
NC_009812,NZ_ADEZ01000001,0
NC_028685,CP032523,1
MH271316,NZ_LT629770,1
KR063278,NZ_FNRZ01000004,1
MK305886,CP018657,0
MH271312,NZ_SAUP01000001,0
NC_031026,AP014565,1
NC_023578,CP027541,1
NC_011222,NC_016776,1
KJ194583,NZ_NGMG01000001,0
MK433259,NZ_MIGA01000001,1
KM233455,CP027541,1
MG839016,CP023558,0
KX610765,NVUT01000001,0
MG770215,NZ_CP029604,1
NC_027396,NZ_UHFW01000006,1
MH910036,CP031023,0
NC_028746,NZ_UHFW01000006,0
NC_031072,NZ_CP029604,1
MH576963,NJFC02000001,0
NC_015464,CP029449,0
MK284521,NZ_CP029604,1
MG962363,CP027541,1
MK279885,CP027541,1
MG770211,POWA01000006,0
KX557280,LC361338,0
KM101117,CP013922,0
MH001449,NZ_DF968533,0
NC_028854,CP027029,0
NC_031942,NZ_UHFW01000006,1
KR053198,NZ_FNRZ01000004,1
MK310141,CP027541,1
MH536819,NZ_CP029604,1
NC_031254,CP024710,0
NC_019512,NJFC02000001,1
NC_023689,CP027541,1
JN698990,CP027541,1
MH727557,CP027541,1
MK359359,CP027541,1
NC_031029,NZ_QEKR01000001,0
NC_022054,CP027541,1
NC_021336,NZ_AOLR01000018,0
KU985094,CP027541,1
MH834599,MTZF01000001,0
NC_023725,NZ_CM002803,0
NC_024148,NZ_FNOF01000001,0
NC_031064,NZ_KI421518,0
NC_021336,NZ_JYNI01000003,0
NC_016071,CP018657,1
MH669007,NZ_LT629739,0
JX901189,PDLE01000004,0
KX522943,CP027541,1
NC_016568,SDYW01000001,0
NC_028750,CP029449,0
NC_021299,CP027541,1
NC_010763,CP027541,1
MG770216,NZ_LT629739,0
NC_023553,CP027541,1
NC_008694,RKJP01000005,1
MG944216,CP019892,1
MG925352,CP020369,0
NC_016434,CP029760,0
NC_006940,NZ_AOLR01000018,0
NC_031099,NZ_CP029604,1
MK359299,CP027541,1
NC_020849,NVTK01000009,1
MK279857,CP027541,1
NC_028784,CP027541,1
NC_021330,NZ_AOLS01000062,1
MK279843,CP027541,1
KX557274,NZ_CCKZ01000001,0
MF324901,CP026337,0
MG944219,NZ_UHFO01000001,0
MH479918,NZ_KN150799,0
MG812489,CP027541,1
JF704093,CP027541,1
KX670790,CP030279,0
MK359323,CP020358,0
JN699625,CP023315,0
MG944224,CP027541,1
KX641262,CP027541,1
MK450432,CP021694,0
MK433263,NZ_CP029604,1
NC_028699,CP030026,1
NC_014595,MTZF01000001,0
NC_007189,CP026337,0
NC_009737,NZ_AOLH01000002,0
NC_007967,CP020567,1
JF704102,CP027541,1
MH020244,CP027541,1
MH045559,CP019892,1
NC_026609,CP031023,1
NC_031907,NBSQ01000002,0
MK392366,NZ_OCQN01000001,1
MF347638,NZ_CM001889,1
NC_028917,NZ_CP023560,1
KX576643,CP027541,1
NC_007055,NZ_CP023560,1
MK524522,CP022580,0
MH536829,CP027541,1
MH727559,AP014565,0
NC_013648,CP023558,0
